87.615997 130.009003
215.792999 130.076004
209.024994 130.104004
215.487000 130.108994
211.899002 130.162994
141.561005 130.307007
401.490997 130.315002
363.511993 130.328003
388.846985 130.345993
79.386002 130.360001
151.278000 130.375000
534.346008 130.380005
348.868988 130.388000
458.799988 130.406006
349.613007 130.425995
409.936005 130.457001
281.803009 130.479004
173.811005 130.487000
180.401993 130.500000
343.785004 130.516998
381.855988 130.544998
84.143997 130.552002
459.243988 130.554993
162.914001 130.612000
229.587006 130.619995
80.254997 130.673996
492.437988 130.692001
162.755005 130.720001
552.427002 130.731003
148.925995 130.746994
519.232971 130.768005
130.158005 130.776993
211.703995 130.822006
208.278000 130.828003
344.885010 130.862000
394.834015 130.863007
211.625000 130.947998
199.022003 130.951004
276.298004 130.962006
461.889008 130.966003
513.607971 131.033005
564.122009 131.072998
128.126999 131.093994
502.121002 131.156006
90.705002 131.218002
262.993988 131.227005
46.897999 131.274002
418.989014 131.311996
525.786011 131.324005
287.247986 131.382004
408.957001 131.408997
63.345001 131.425995
229.779007 131.431000
139.750000 131.434998
397.023010 131.490997
266.774994 131.494003
256.729004 131.559006
196.835007 131.563995
274.093994 131.623001
397.545013 131.625000
515.752991 131.669998
62.131001 131.718994
161.113998 131.856995
216.022003 131.951004
140.906998 131.960007
406.338989 131.964005
102.399002 132.013000
262.563995 132.020996
211.126007 132.039993
91.089996 132.117996
60.869999 132.197006
507.339996 132.199005
594.801025 132.201004
204.509003 132.229996
596.783997 132.237000
420.622986 132.240005
77.124001 132.250000
392.273987 132.283005
329.570007 132.300995
520.146973 132.302994
549.786987 132.307007
59.034000 132.332001
157.291000 132.360001
92.862999 132.367004
69.974998 132.380997
271.722992 132.408997
90.748001 132.440002
132.292999 132.470001
552.203979 132.477005
412.403015 132.520996
391.243988 132.559006
511.385010 132.567993
67.430000 132.587006
509.239014 132.591995
93.054001 132.608002
164.360992 132.636002
293.855988 132.649994
171.940002 132.682999
538.679016 132.690994
272.332001 132.705994
496.875000 132.725006
523.947998 132.779007
340.860992 132.804001
277.450012 132.815002
46.499001 132.850006
274.209991 132.936996
432.497009 132.975998
508.886993 132.992996
342.863007 132.994003
276.118988 133.020004
423.011993 133.024002
220.227005 133.044006
81.598000 133.057999
360.229004 133.093002
265.605011 133.102997
68.972000 133.171997
495.589996 133.186996
533.562988 133.220001
286.665985 133.309998
136.248001 133.313995
127.383003 133.376999
60.752998 133.408005
204.207001 133.410004
130.018005 133.410995
152.901993 133.419006
214.556000 133.451996
64.580002 133.500000
82.945000 133.507004
92.421997 133.524994
281.497009 133.526001
200.024994 133.585007
189.410995 133.600998
563.843994 133.651993
159.697006 133.667999
272.041992 133.682007
413.928009 133.690002
494.898010 133.699997
567.064026 133.707001
417.036987 133.716003
45.514000 133.729004
383.135010 133.731995
209.789993 133.748001
326.062012 133.807007
354.967987 133.863007
129.910004 133.876999
84.510002 133.901993
133.354004 133.917999
507.934998 133.972000
526.836975 133.972000
145.412994 134.020996
85.123001 134.046005
225.494003 134.102997
387.716003 134.106003
132.692001 134.203003
345.272003 134.223007
518.468994 134.227005
276.997986 134.233994
516.138000 134.253998
361.105988 134.283005
326.250000 134.289001
277.766998 134.291000
490.372009 134.300003
511.958008 134.334000
510.433014 134.337006
349.954987 134.345001
509.886993 134.425003
90.358002 134.429001
59.905998 134.464996
357.709991 134.557007
329.584015 134.557999
394.243988 134.580002
192.266006 134.582001
154.457993 134.619995
361.558014 134.671997
84.642998 134.714996
398.233002 134.742004
150.617996 134.748993
220.951996 134.789993
151.977997 134.800995
157.917999 134.811005
291.479004 134.822006
420.803986 134.830002
93.704002 134.990997
415.333008 135.024994
146.167999 135.145996
131.908005 135.149994
499.101013 135.167007
346.250000 135.223999
46.037998 135.285004
498.444000 135.291000
285.501007 135.326996
217.867996 135.339996
325.824005 135.365005
341.640015 135.404999
288.311005 135.414001
392.941986 135.414001
524.598999 135.455002
332.548004 135.455994
521.263977 135.462006
594.784973 135.485992
389.354004 135.487000
77.587997 135.529999
132.153000 135.550995
268.157990 135.669006
522.085022 135.692993
204.360001 135.710007
382.041992 135.716003
82.142998 135.740005
81.209000 135.746994
192.300995 135.757996
503.575989 135.766006
561.301025 135.785995
171.475998 135.807007
535.057983 135.837997
141.660995 135.884003
508.092010 135.899002
211.417999 135.904007
392.391998 135.970993
595.638000 136.011002
132.669998 136.042007
197.970001 136.082993
357.436005 136.113007
344.764008 136.113998
225.546005 136.123001
190.845993 136.141006
80.803001 136.143997
586.687988 136.207993
520.668030 136.209000
558.732971 136.270004
155.882004 136.300003
498.807007 136.345001
159.279007 136.354996
380.479004 136.356003
65.213997 136.389999
557.150024 136.397995
162.483994 136.492996
263.042999 136.550995
424.911011 136.615997
399.669006 136.671997
193.638000 136.675995
384.854004 136.722000
402.792999 136.733994
272.093994 136.746002
553.437988 136.772995
329.755005 136.779999
79.302002 136.951004
82.237000 137.005005
268.398987 137.009003
491.622986 137.057007
593.552979 137.061005
210.033997 137.121994
148.876007 137.126999
510.739014 137.164001
493.071014 137.214996
78.402000 137.251007
140.843994 137.300003
543.668030 137.324005
135.641006 137.337006
416.898010 137.382004
133.117996 137.434006
70.764999 137.442993
351.122009 137.470993
563.958984 137.563995
503.441010 137.580002
168.751999 137.626007
228.682007 137.766006
412.722992 137.779999
422.010010 137.792999
353.566986 137.807007
142.873001 137.845001
356.157990 137.856003
127.347000 137.867996
388.457001 137.869995
389.644012 137.919006
63.194000 137.966995
195.285004 138.009995
151.279999 138.020004
355.717010 138.024994
494.321014 138.029999
490.548004 138.076996
280.782990 138.177994
61.605000 138.235992
261.425995 138.283005
265.649994 138.307007
347.735992 138.319000
64.107002 138.356995
76.814003 138.438004
222.160995 138.462997
347.416992 138.537994
385.501007 138.544006
69.013000 138.544998
286.735992 138.550995
274.881989 138.589996
352.761993 138.619995
492.316010 138.656006
202.908997 138.679993
349.876007 138.703003
617.526978 138.712997
71.584000 138.725006
329.558014 138.776001
66.658997 138.779007
402.804993 138.871002
259.847992 138.880997
530.359009 138.888000
142.233994 138.942993
417.154999 138.975006
404.204987 139.065994
563.043030 139.074005
195.287994 139.080002
355.558014 139.117996
541.338989 139.132996
154.552002 139.145996
45.702999 139.164993
59.068001 139.190002
281.000000 139.227997
227.679001 139.279999
284.980988 139.281998
406.705994 139.324005
78.260002 139.326996
510.804993 139.358002
94.936996 139.360001
359.463989 139.378998
158.796005 139.455994
259.634003 139.516006
350.661011 139.520996
71.129997 139.533005
291.855988 139.537003
132.710007 139.539993
541.794006 139.561005
337.778015 139.572998
519.583008 139.615997
326.845001 139.638000
223.929001 139.664993
192.764999 139.709000
164.850998 139.712997
63.660000 139.841003
294.760010 139.873001
71.400002 139.912994
197.643005 139.957993
289.295013 140.100006
525.822021 140.128006
124.823997 140.139999
61.948002 140.210999
216.548996 140.222000
551.098022 140.253998
420.359985 140.276993
592.755981 140.285004
362.703003 140.289001
462.260010 140.294006
496.609985 140.373993
414.713989 140.376007
285.752014 140.401001
356.069000 140.444000
266.431000 140.505997
268.795013 140.509003
260.190002 140.643005
517.510010 140.656998
346.602997 140.703003
258.235992 140.729004
85.071999 140.740997
66.486000 140.781006
264.878998 140.807999
562.992981 140.828003
